 nodos membrana externa           0
     
     
     
 376    0.91921E+00   -0.29624E-02    0.46323E+02   -0.11222E-01
 377    0.88448E+00   -0.31698E-02    0.46315E+02   -0.11372E-01
 378    0.84952E+00   -0.33733E-02    0.46306E+02   -0.11517E-01
 379    0.81433E+00   -0.35720E-02    0.46299E+02   -0.11657E-01
 380    0.77891E+00   -0.37649E-02    0.46291E+02   -0.11792E-01
 381    0.74328E+00   -0.39508E-02    0.46284E+02   -0.11921E-01
 382    0.70744E+00   -0.41283E-02    0.46277E+02   -0.12044E-01
 383    0.67141E+00   -0.42957E-02    0.46270E+02   -0.12161E-01
 384    0.63519E+00   -0.44512E-02    0.46264E+02   -0.12271E-01
 385    0.59878E+00   -0.45929E-02    0.46258E+02   -0.12373E-01
 386    0.56221E+00   -0.47188E-02    0.46252E+02   -0.12467E-01
 387    0.52548E+00   -0.48260E-02    0.46247E+02   -0.12553E-01
 388    0.48859E+00   -0.49115E-02    0.46242E+02   -0.12630E-01
 389    0.45156E+00   -0.49723E-02    0.46237E+02   -0.12697E-01
 390    0.41440E+00   -0.50045E-02    0.46233E+02   -0.12755E-01
